frame,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,label
0,0.4298786520957947,0.5496180057525635,-0.2940536141395569,0.4522947371006012,0.7097043991088867,-0.3569677770137787,0.43569841980934143,0.871542751789093,-0.3756919205188751,0.6271377205848694,0.6704863905906677,-0.12862026691436768,0.7511955499649048,0.8018159866333008,-0.1210474967956543,0.9142058491706848,0.7878796458244324,-0.08367916196584702,0.4125293791294098,0.5504732728004456,0.09282689541578293,0.4206405580043793,0.7029373049736023,0.15385596454143524,0.4189237654209137,0.8483971357345581,0.080765500664711,0.6164209246635437,0.6427608132362366,0.12834757566452026,0.7422714233398438,0.7389360666275024,0.2102917730808258,0.8800872564315796,0.764017641544342,0.32139891386032104,full_up
1,0.42933329939842224,0.547002911567688,-0.2918480634689331,0.45139509439468384,0.7085675001144409,-0.3565707504749298,0.43571820855140686,0.871536135673523,-0.37322932481765747,0.6273012161254883,0.6689875721931458,-0.12405307590961456,0.7564529180526733,0.7840467691421509,-0.11376120895147324,0.9183200001716614,0.7869717478752136,-0.067262664437294,0.4093228280544281,0.5514764189720154,0.0846112072467804,0.4180295467376709,0.7032212018966675,0.14308422803878784,0.4176046848297119,0.8483797907829285,0.07173944264650345,0.614120602607727,0.6434612274169922,0.12374173104763031,0.7426906824111938,0.7365335822105408,0.18754509091377258,0.8832427263259888,0.7652003765106201,0.2704264521598816,full_up
2,0.42869505286216736,0.5457714200019836,-0.27858901023864746,0.45040377974510193,0.7085683941841125,-0.35131198167800903,0.43590211868286133,0.8715113401412964,-0.372844934463501,0.6277327537536621,0.6642873287200928,-0.11940997838973999,0.7606207728385925,0.7641350030899048,-0.11150741577148438,0.9183128476142883,0.7847989201545715,-0.05942845344543457,0.4065574109554291,0.5570425391197205,0.08575884997844696,0.41888099908828735,0.7069774270057678,0.14321009814739227,0.418173223733902,0.8513850569725037,0.06693707406520844,0.6107988953590393,0.6506320834159851,0.11907026916742325,0.742459774017334,0.7389488220214844,0.1545630395412445,0.8871967196464539,0.7658334970474243,0.2214881181716919,full_up
3,0.42648807168006897,0.5432412028312683,-0.26879507303237915,0.44961637258529663,0.7076277136802673,-0.3434069752693176,0.43641573190689087,0.871296226978302,-0.3716343641281128,0.628246545791626,0.6628316640853882,-0.11694216728210449,0.7670661211013794,0.754034698009491,-0.09654541313648224,0.9191981554031372,0.7802466750144958,-0.0361076220870018,0.40562933683395386,0.5580390691757202,0.09103000164031982,0.41897907853126526,0.7076616883277893,0.1496126502752304,0.4183517396450043,0.8521747589111328,0.07265375554561615,0.6116295456886292,0.6562276482582092,0.1165924072265625,0.7439795136451721,0.7403870820999146,0.1537342518568039,0.8876692056655884,0.7642077207565308,0.22862648963928223,full_up
4,0.42568397521972656,0.5426788330078125,-0.2663136422634125,0.4481746554374695,0.7076925039291382,-0.3354577124118805,0.4363947808742523,0.870780348777771,-0.37015220522880554,0.6292309761047363,0.6549164652824402,-0.11471877247095108,0.7707048654556274,0.7455524206161499,-0.08335355669260025,0.9226490259170532,0.7787454128265381,-0.02522813342511654,0.4045688509941101,0.5591069459915161,0.09358848631381989,0.4192832410335541,0.7080649137496948,0.1502462774515152,0.41849833726882935,0.8532649278640747,0.07432632893323898,0.6111575365066528,0.6595116257667542,0.11440626531839371,0.7457377314567566,0.7377274036407471,0.1544254869222641,0.886844277381897,0.7588160037994385,0.23183350265026093,full_up
5,0.4245643615722656,0.5420771837234497,-0.26231592893600464,0.4475272595882416,0.7078462839126587,-0.32163915038108826,0.43633246421813965,0.8707621693611145,-0.3506510853767395,0.6298151612281799,0.6474805474281311,-0.11227045208215714,0.7703543901443481,0.737070620059967,-0.07022978365421295,0.9228265881538391,0.777668297290802,-0.011426188983023167,0.40477877855300903,0.5576394200325012,0.09517882764339447,0.41969770193099976,0.70786052942276,0.153187558054924,0.4187055230140686,0.8534291386604309,0.07497511059045792,0.6108382344245911,0.6579645276069641,0.11197873204946518,0.745639443397522,0.728941798210144,0.15493473410606384,0.8819006681442261,0.7508299946784973,0.24203510582447052,full_up
6,0.4235793650150299,0.5408042073249817,-0.25860539078712463,0.44654884934425354,0.7069420218467712,-0.3143816888332367,0.4362737238407135,0.8704677224159241,-0.3383934199810028,0.6305738091468811,0.637460470199585,-0.11256394535303116,0.7722406983375549,0.7305161952972412,-0.06913221627473831,0.9241949915885925,0.7757797241210938,-0.008540465496480465,0.4051123559474945,0.5574584603309631,0.11030671745538712,0.41995662450790405,0.707705557346344,0.16414465010166168,0.4189276695251465,0.8539159297943115,0.0886140763759613,0.6110376715660095,0.657238781452179,0.11228205263614655,0.748835563659668,0.7232639789581299,0.1578240990638733,0.8816798329353333,0.7476794123649597,0.2530825436115265,full_up
7,0.4232831597328186,0.539452850818634,-0.26142415404319763,0.44545379281044006,0.7062472105026245,-0.31636959314346313,0.4361703395843506,0.87022465467453,-0.33495086431503296,0.6330457925796509,0.6321200132369995,-0.11299624294042587,0.7796758413314819,0.724977433681488,-0.0661301463842392,0.9270377159118652,0.7745716571807861,0.0017234893748536706,0.4054838716983795,0.5559790134429932,0.11937930434942245,0.42022109031677246,0.707589864730835,0.1666726917028427,0.41957154870033264,0.854110062122345,0.09554459899663925,0.613447904586792,0.6522955298423767,0.11270324140787125,0.7552504539489746,0.7181586623191833,0.16601333022117615,0.8816626667976379,0.7452884316444397,0.2693127989768982,full_up
8,0.42333897948265076,0.5392916798591614,-0.2615293562412262,0.4448424279689789,0.7061198949813843,-0.3186533749103546,0.4357510507106781,0.8702184557914734,-0.33585354685783386,0.6352314352989197,0.6237427592277527,-0.11307857185602188,0.7808840274810791,0.7200448513031006,-0.054851412773132324,0.926294207572937,0.7734053134918213,0.01933721825480461,0.40572452545166016,0.5550692081451416,0.11728068441152573,0.4202161431312561,0.7072670459747314,0.1654806286096573,0.41742444038391113,0.8540648818016052,0.09481951594352722,0.6161613464355469,0.6449443101882935,0.11282533407211304,0.7557886838912964,0.7107594013214111,0.1754085123538971,0.8799722790718079,0.7398874759674072,0.2839052975177765,full_up
9,0.4232945442199707,0.5389450192451477,-0.27444419264793396,0.4445091187953949,0.7056697010993958,-0.33534830808639526,0.435737282037735,0.8702649474143982,-0.35506847500801086,0.6374779939651489,0.6178992390632629,-0.11727948486804962,0.7827627062797546,0.7156171202659607,-0.06103683263063431,0.9272381067276001,0.7727989554405212,0.029283026233315468,0.40662112832069397,0.5543782114982605,0.12374745309352875,0.4195536971092224,0.7065235376358032,0.16468729078769684,0.41996797919273376,0.8545807600021362,0.0890352874994278,0.6204882264137268,0.6393206119537354,0.11712797731161118,0.7607089281082153,0.7079465985298157,0.18577025830745697,0.8845200538635254,0.7426861524581909,0.30288904905319214,full_up
10,0.42605724930763245,0.5389673709869385,-0.28909891843795776,0.4446193277835846,0.7041389346122742,-0.3501565754413605,0.43573957681655884,0.8692808151245117,-0.36873775720596313,0.6400187015533447,0.6096493005752563,-0.11964841187000275,0.7839422225952148,0.713438868522644,-0.062271974980831146,0.9297587275505066,0.7728887796401978,0.010616663843393326,0.4077858328819275,0.5552930235862732,0.12145113945007324,0.4165988862514496,0.7062668204307556,0.1633690744638443,0.4218495488166809,0.8546240329742432,0.08327262848615646,0.6228114366531372,0.6363027691841125,0.11957044899463654,0.7639361619949341,0.706958532333374,0.18372152745723724,0.8932919502258301,0.7434936165809631,0.29282325506210327,full_up
11,0.42749515175819397,0.5394694209098816,-0.2977438271045685,0.44469839334487915,0.705854058265686,-0.36219412088394165,0.43490466475486755,0.8700405955314636,-0.377349317073822,0.6449536085128784,0.6086116433143616,-0.1221516951918602,0.7883399724960327,0.7122342586517334,-0.06908445805311203,0.9320305585861206,0.7724975943565369,0.02282024919986725,0.4125727713108063,0.5551474094390869,0.125022754073143,0.4173128008842468,0.7060819268226624,0.1646215170621872,0.42423301935195923,0.8546944260597229,0.08353160321712494,0.6302343606948853,0.6311673521995544,0.12209509313106537,0.7706494927406311,0.7064233422279358,0.18593961000442505,0.8993431329727173,0.7453826665878296,0.2974936068058014,full_up
12,0.43040895462036133,0.5393453240394592,-0.2753211557865143,0.44478005170822144,0.705943763256073,-0.3304442763328552,0.43484511971473694,0.8699508905410767,-0.339132159948349,0.6501173973083496,0.600006639957428,-0.1150330901145935,0.7922239303588867,0.7087833881378174,-0.0711895078420639,0.9336020350456238,0.771694540977478,0.015203920193016529,0.41544175148010254,0.5557104349136353,0.13396784663200378,0.4219892919063568,0.7060289978981018,0.18608085811138153,0.42435771226882935,0.8546832799911499,0.11396815627813339,0.6325926184654236,0.62999427318573,0.11502645909786224,0.7689676880836487,0.7081636786460876,0.1611698567867279,0.8988999128341675,0.7465408444404602,0.2594885528087616,full_up
13,0.4325238764286041,0.5394032597541809,-0.27323493361473083,0.44563788175582886,0.7059236764907837,-0.3308109939098358,0.4348450303077698,0.8696897625923157,-0.3412153720855713,0.6546728014945984,0.5987395644187927,-0.11516209691762924,0.7981847524642944,0.7077924013137817,-0.06898777931928635,0.9390872716903687,0.7717219591140747,0.01855502650141716,0.41631850600242615,0.556255042552948,0.13820092380046844,0.4161505699157715,0.7059491872787476,0.18865764141082764,0.42246779799461365,0.8541468381881714,0.11242596060037613,0.6355161666870117,0.6264973282814026,0.11514115333557129,0.7713947892189026,0.70770263671875,0.16322293877601624,0.900518536567688,0.7509705424308777,0.260707825422287,full_up
14,0.434272825717926,0.5395931005477905,-0.27027958631515503,0.4473477900028229,0.7062736749649048,-0.32616496086120605,0.4363187253475189,0.8701140880584717,-0.33616551756858826,0.6581733822822571,0.5958279371261597,-0.11536254733800888,0.8014845848083496,0.707534670829773,-0.07081199437379837,0.9426916241645813,0.7708574533462524,0.0147820133715868,0.41820257902145386,0.5561309456825256,0.13866186141967773,0.4159836769104004,0.7056454420089722,0.18476539850234985,0.4224732518196106,0.8540980815887451,0.10821856558322906,0.6398195028305054,0.6174524426460266,0.11535544693470001,0.7730932831764221,0.7041434049606323,0.16441765427589417,0.9029911160469055,0.7516739964485168,0.26154741644859314,full_up
15,0.4349413812160492,0.539808452129364,-0.2625604569911957,0.4481480121612549,0.7068198323249817,-0.31575706601142883,0.43696990609169006,0.8710795044898987,-0.3220096826553345,0.659769594669342,0.5946012735366821,-0.11282140016555786,0.8030058741569519,0.7056809067726135,-0.06143399327993393,0.94190514087677,0.7695264220237732,0.02995748445391655,0.4196532368659973,0.5516470670700073,0.13588358461856842,0.4162672460079193,0.7034446001052856,0.18328407406806946,0.4224887490272522,0.8540867567062378,0.11038374900817871,0.643200695514679,0.6103717684745789,0.11281879991292953,0.7752144932746887,0.7015944123268127,0.16458120942115784,0.9020657539367676,0.7522504925727844,0.2629825472831726,full_up
16,0.43505802750587463,0.5393179655075073,-0.2586647868156433,0.4490880072116852,0.7062529921531677,-0.31660282611846924,0.4386124014854431,0.8714072704315186,-0.32437649369239807,0.6645308136940002,0.5935192704200745,-0.1131097823381424,0.8093854188919067,0.7038414478302002,-0.050034962594509125,0.9432080388069153,0.7685075998306274,0.047577403485774994,0.4230074882507324,0.5495736598968506,0.14371070265769958,0.424287885427475,0.7016045451164246,0.19004923105239868,0.42736586928367615,0.8546257019042969,0.1167607307434082,0.6486906409263611,0.6079730987548828,0.11309067904949188,0.780196487903595,0.6995363235473633,0.17440375685691833,0.9032999873161316,0.7523137331008911,0.28244322538375854,full_up
17,0.43492189049720764,0.5410556197166443,-0.24626214802265167,0.4498205780982971,0.7076501846313477,-0.2973023056983948,0.4405311644077301,0.8729888796806335,-0.2986066937446594,0.6630608439445496,0.5928106307983398,-0.11145097017288208,0.8098275065422058,0.7014186382293701,-0.053145427256822586,0.9421008229255676,0.7671428918838501,0.03696996718645096,0.4241510331630707,0.5496388673782349,0.1408519446849823,0.42883485555648804,0.7010878324508667,0.1870088279247284,0.4303838312625885,0.8552142977714539,0.114144466817379,0.648654580116272,0.6073051691055298,0.11142809689044952,0.7839849591255188,0.6985813975334167,0.16455800831317902,0.9029817581176758,0.7511188983917236,0.2610442042350769,full_up
18,0.4348495602607727,0.5421508550643921,-0.24688848853111267,0.4506804049015045,0.7117900848388672,-0.302803099155426,0.4415194094181061,0.8748567700386047,-0.3045923411846161,0.6613522171974182,0.5934138894081116,-0.11030738055706024,0.8062044382095337,0.6993445158004761,-0.05585857108235359,0.9413560032844543,0.7661987543106079,0.03204130753874779,0.42365115880966187,0.552926778793335,0.13912472128868103,0.4284445345401764,0.7004646062850952,0.1854388415813446,0.4299886226654053,0.8560583591461182,0.11253555119037628,0.6467856168746948,0.6098349690437317,0.11028876155614853,0.7812989354133606,0.699496328830719,0.15864279866218567,0.9017521142959595,0.7504624128341675,0.2527402341365814,full_up
19,0.43476787209510803,0.5440326929092407,-0.2476610243320465,0.45117107033729553,0.7144944071769714,-0.3029952347278595,0.44200199842453003,0.8755437135696411,-0.3034955859184265,0.6603437066078186,0.5949686765670776,-0.10805156081914902,0.8052796125411987,0.7002320885658264,-0.052107881754636765,0.9408974647521973,0.7650542855262756,0.03657429665327072,0.4235493242740631,0.5549339056015015,0.13985596597194672,0.4277535378932953,0.7001751065254211,0.19673851132392883,0.4297676980495453,0.8564651608467102,0.128282368183136,0.6454571485519409,0.6115785837173462,0.10804536193609238,0.780368447303772,0.7003443241119385,0.1584307849407196,0.9021514654159546,0.7512492537498474,0.2546192407608032,full_up
20,0.4346882700920105,0.5472105741500854,-0.2495993673801422,0.4507688581943512,0.7166276574134827,-0.306033194065094,0.44199949502944946,0.8762353658676147,-0.3080883026123047,0.6597093343734741,0.5966869592666626,-0.10759607702493668,0.8042437434196472,0.701583743095398,-0.0514274463057518,0.9405792951583862,0.7652281522750854,0.03859158977866173,0.4233543872833252,0.5553547739982605,0.14079776406288147,0.427358478307724,0.6992927193641663,0.20202219486236572,0.4292469620704651,0.8564528822898865,0.13326026499271393,0.6444507837295532,0.6143320202827454,0.10758980363607407,0.7792578339576721,0.7004513144493103,0.1567968875169754,0.9048635363578796,0.7541056275367737,0.2519226670265198,full_up
21,0.43462634086608887,0.5491600632667542,-0.2510276138782501,0.44931697845458984,0.7175008058547974,-0.3068928122520447,0.4419568181037903,0.8763567209243774,-0.3097519278526306,0.6594612002372742,0.6003960371017456,-0.10729508101940155,0.8035659790039062,0.7022601962089539,-0.05257324129343033,0.9404012560844421,0.7653528451919556,0.03576021268963814,0.4232000410556793,0.5574904084205627,0.13980615139007568,0.42606329917907715,0.6991547346115112,0.20076465606689453,0.4273129403591156,0.8564901947975159,0.1332344114780426,0.6430960893630981,0.6206796169281006,0.10728180408477783,0.7787039875984192,0.7029000520706177,0.15536202490329742,0.9032517671585083,0.7539548873901367,0.24929511547088623,full_up
22,0.43358486890792847,0.5500526428222656,-0.24887029826641083,0.44770509004592896,0.7175159454345703,-0.30710679292678833,0.44192227721214294,0.8763200044631958,-0.3120400607585907,0.6567944288253784,0.6041765809059143,-0.10659503936767578,0.803077220916748,0.7032752633094788,-0.05308849364519119,0.9402936100959778,0.7653854489326477,0.01938055083155632,0.42307448387145996,0.5606099963188171,0.14120054244995117,0.4261639714241028,0.7007189393043518,0.2064838707447052,0.427426278591156,0.8567528128623962,0.13737258315086365,0.6410650014877319,0.6279259324073792,0.10658238083124161,0.7773779630661011,0.7070971727371216,0.14807423949241638,0.9025915265083313,0.7547261714935303,0.23663759231567383,full_up
23,0.4327455163002014,0.552061140537262,-0.24978992342948914,0.44656309485435486,0.7184633016586304,-0.307852566242218,0.44184190034866333,0.8763275742530823,-0.3122193515300751,0.6549249887466431,0.6105806231498718,-0.10670118033885956,0.8024542927742004,0.7076113820075989,-0.05493980646133423,0.9402356147766113,0.7654352784156799,0.016657421365380287,0.42300209403038025,0.5620778203010559,0.14225181937217712,0.4263881742954254,0.7023095488548279,0.2079077661037445,0.42766696214675903,0.8568905591964722,0.13619746267795563,0.6391685605049133,0.6321725845336914,0.10668747127056122,0.774218738079071,0.7112962007522583,0.1493878811597824,0.9019817113876343,0.7556358575820923,0.24026191234588623,full_up
24,0.43256765604019165,0.5523599982261658,-0.26157405972480774,0.4462612271308899,0.7184869050979614,-0.32637834548950195,0.44170719385147095,0.8762845396995544,-0.33574607968330383,0.6511715650558472,0.6150110363960266,-0.10739785432815552,0.7972428202629089,0.7094876766204834,-0.06117229536175728,0.9383916854858398,0.7655293345451355,0.011841550469398499,0.4225253164768219,0.5619457960128784,0.1418398916721344,0.4266674518585205,0.7022966742515564,0.20675861835479736,0.4276227355003357,0.8569045662879944,0.13353021442890167,0.6339617371559143,0.6353070735931396,0.10739532858133316,0.7644854784011841,0.7139170169830322,0.15385393798351288,0.8948313593864441,0.7555954456329346,0.2513745129108429,full_up
25,0.43218857049942017,0.5531104803085327,-0.26153209805488586,0.4461793005466461,0.7190983891487122,-0.32463452219963074,0.4416578710079193,0.876254141330719,-0.33337876200675964,0.6489938497543335,0.6201695203781128,-0.1074584349989891,0.7955421209335327,0.7128344774246216,-0.060372013598680496,0.9375237226486206,0.7658175230026245,0.012608611956238747,0.4221688210964203,0.5618317723274231,0.13817766308784485,0.42690175771713257,0.7022872567176819,0.20617039501667023,0.4277614951133728,0.8569045662879944,0.1321205198764801,0.6322342157363892,0.6380529403686523,0.10745596885681152,0.76435786485672,0.7154030203819275,0.15420781075954437,0.8907071352005005,0.7546922564506531,0.2532323896884918,full_up
26,0.43210166692733765,0.5532839894294739,-0.2624092698097229,0.4457944929599762,0.7194159030914307,-0.3250986635684967,0.44161415100097656,0.8762356638908386,-0.333109050989151,0.6481598615646362,0.6226310729980469,-0.10750102996826172,0.7946521639823914,0.7139604687690735,-0.06045857071876526,0.9374476671218872,0.7666274309158325,0.008708478882908821,0.42160797119140625,0.5617002248764038,0.13238263130187988,0.4267820417881012,0.7021308541297913,0.20352289080619812,0.42774391174316406,0.856805682182312,0.13112536072731018,0.6314528584480286,0.6402314305305481,0.10749749094247818,0.7646743655204773,0.7157307267189026,0.1546230912208557,0.8896613121032715,0.7536503076553345,0.2523658871650696,full_up
27,0.4322126507759094,0.5539597868919373,-0.26255643367767334,0.44581136107444763,0.7208515405654907,-0.3246179223060608,0.4413803219795227,0.8763660788536072,-0.332092821598053,0.6483269333839417,0.6249333620071411,-0.10708166658878326,0.7946777939796448,0.7146432995796204,-0.05586373805999756,0.9363459348678589,0.76869797706604,0.016206149011850357,0.4215196967124939,0.5616008639335632,0.12659549713134766,0.42589059472084045,0.7021231055259705,0.19485335052013397,0.4262925088405609,0.8565877079963684,0.12944501638412476,0.6315516233444214,0.6430480480194092,0.10707981884479523,0.7648411989212036,0.717061460018158,0.15475644171237946,0.8901732563972473,0.7542644739151001,0.25266072154045105,full_up
28,0.43268170952796936,0.5568161010742188,-0.262502521276474,0.4460025727748871,0.7231204509735107,-0.3245217204093933,0.4411720335483551,0.8766416907310486,-0.3273145854473114,0.6487056016921997,0.6263425946235657,-0.1050843596458435,0.7945759892463684,0.7144943475723267,-0.04455602914094925,0.933127760887146,0.7684594392776489,0.03554530814290047,0.4215005934238434,0.559730589389801,0.11965189129114151,0.42584842443466187,0.699502170085907,0.19426296651363373,0.4248891770839691,0.8555185794830322,0.13971436023712158,0.6316587924957275,0.6451472043991089,0.10507811605930328,0.7644277811050415,0.7169684767723083,0.15833699703216553,0.8879162073135376,0.753068745136261,0.25975877046585083,full_up
